ID</li></ul>,ADDITIONAL_DESCRIPTION</li></ul>
5117583</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.9134 in</li><li>B' - Inner Ring Width:2.9134 in</li><li>Bearing Weight:37.000 lb</li><li>C0 - Static Radial Rating:332000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):229000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0971</li><li>D - Outer Diameter:11.0236 in</li><li>Da - Outer Ring Backing Diameter:10.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1700</li><li>Reference Thermal Speed Rating (Oil):2000</li><li>Superseded Part:23036CJW33</li><li>UPC Code:087796299498</li><li>Y0 - ISO Factor:2.91</li><li>Y1 - ISO Factor:4.34</li><li>Y2 - ISO Factor:2.85</li><li>d - Bore:7.0866 in</li><li>da - Inner Ring Backing Diameter:8.000 in</li><li>e - ISO Factor:0.23</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117584</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.1496 in</li><li>B' - Inner Ring Width:3.1496 in</li><li>Bearing Weight:27.50 lb</li><li>C0 - Static Radial Rating:317000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):206000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0885</li><li>D - Outer Diameter:9.4488 in</li><li>Da - Outer Ring Backing Diameter:8.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1800</li><li>Superseded Part:24032CJW841C3</li><li>UPC Code:087796252561</li><li>Y0 - ISO Factor:2.32</li><li>Y1 - ISO Factor:3.45</li><li>Y2 - ISO Factor:2.27</li><li>d - Bore:6.2992 in</li><li>da - Inner Ring Backing Diameter:6.900 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117585</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.1496 in</li><li>B' - Inner Ring Width:3.1496 in</li><li>Bearing Weight:27.50 lb</li><li>C0 - Static Radial Rating:317000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):206000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0885</li><li>D - Outer Diameter:9.4488 in</li><li>Da - Outer Ring Backing Diameter:8.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1800</li><li>Superseded Part:24032CJW841C4</li><li>UPC Code:087796303362</li><li>Y0 - ISO Factor:2.32</li><li>Y1 - ISO Factor:3.45</li><li>Y2 - ISO Factor:2.27</li><li>d - Bore:6.2992 in</li><li>da - Inner Ring Backing Diameter:6.900 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117587</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.1496 in</li><li>B' - Inner Ring Width:3.1496 in</li><li>Bearing Weight:27.50 lb</li><li>C0 - Static Radial Rating:317000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):206000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0885</li><li>D - Outer Diameter:9.4488 in</li><li>Da - Outer Ring Backing Diameter:8.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1800</li><li>Superseded Part:24032CJW901C4</li><li>UPC Code:087796222533</li><li>Y0 - ISO Factor:2.32</li><li>Y1 - ISO Factor:3.45</li><li>Y2 - ISO Factor:2.27</li><li>d - Bore:6.2992 in</li><li>da - Inner Ring Backing Diameter:6.900 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117702</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.5197 in</li><li>B' - Inner Ring Width:2.5197 in</li><li>Bearing Weight:24.900 lb</li><li>C0 - Static Radial Rating:212000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):170000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0819</li><li>D - Outer Diameter:9.0551 in</li><li>Da - Outer Ring Backing Diameter:8.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2400</li><li>Reference Thermal Speed Rating (Oil):2900</li><li>Superseded Part:22226CJW33C5</li><li>UPC Code:087796250390</li><li>Y0 - ISO Factor:2.62</li><li>Y1 - ISO Factor:3.9</li><li>Y2 - ISO Factor:2.56</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:6.100 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117703</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.5197 in</li><li>B' - Inner Ring Width:2.5197 in</li><li>Bearing Weight:24.900 lb</li><li>C0 - Static Radial Rating:212000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):170000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0819</li><li>D - Outer Diameter:9.0551 in</li><li>Da - Outer Ring Backing Diameter:8.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2400</li><li>Reference Thermal Speed Rating (Oil):2900</li><li>Superseded Part:22226CJW33</li><li>UPC Code:087796025424</li><li>Y0 - ISO Factor:2.62</li><li>Y1 - ISO Factor:3.9</li><li>Y2 - ISO Factor:2.56</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:6.100 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117704</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.5197 in</li><li>B' - Inner Ring Width:2.5197 in</li><li>Bearing Weight:24.900 lb</li><li>C0 - Static Radial Rating:212000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):170000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0819</li><li>D - Outer Diameter:9.0551 in</li><li>Da - Outer Ring Backing Diameter:8.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2400</li><li>Reference Thermal Speed Rating (Oil):2900</li><li>Superseded Part:22226CJW33C3</li><li>UPC Code:087796025448</li><li>Y0 - ISO Factor:2.62</li><li>Y1 - ISO Factor:3.9</li><li>Y2 - ISO Factor:2.56</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:6.100 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117705</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.6457 in</li><li>B' - Inner Ring Width:4.6457 in</li><li>Bearing Weight:91.700 lb</li><li>C0 - Static Radial Rating:429000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):352000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.0909</li><li>D - Outer Diameter:11.8107 in</li><li>Da - Outer Ring Backing Diameter:10.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1200</li><li>Superseded Part:23328YMBW33W800C4</li><li>UPC Code:087796260962</li><li>Y0 - ISO Factor:1.65</li><li>Y1 - ISO Factor:2.45</li><li>Y2 - ISO Factor:1.61</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.900 in</li><li>e - ISO Factor:0.41</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5117367</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:3/4 in</li><li>Dimension A:4-1/2 in</li><li>Dimension B:6-1/4 in</li><li>Dimension H:2-7/16 in</li><li>Dimension H:8-1/2 in</li><li>Dimension H:4-1/4 in</li><li>Dimension J Max.:12-3/4 in</li><li>Dimension J Min.:12-1/4 in</li><li>Dimension L:15-1/4 in</li><li>Dimension N:1-1/8 in</li><li>Dimension N:2-1/4 in</li><li>Dimension N:7/8 in</li><li>Dimension d:6-1/16 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :3.937 in</li><li>UPC Code:053893775616</li><li>Weight:71.000 lb</li></ul>
5117368</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:5/8 in</li><li>Dimension A:2-1/2 in</li><li>Dimension B:3-1/2 in</li><li>Dimension H:1-5/16 in</li><li>Dimension H:4-1/2 in</li><li>Dimension H:2-1/4 in</li><li>Dimension J Max.:7-1/8 in</li><li>Dimension J Min.:6-7/8 in</li><li>Dimension L:8-7/8 in</li><li>Dimension N:7/8 in</li><li>Dimension N:3/4 in</li><li>Dimension d:3-7/16 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :1.772 in</li><li>UPC Code:053893775449</li><li>Weight:12 lb</li></ul>
5117369</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:5/8 in</li><li>Dimension A:2-1/2 in</li><li>Dimension B:3-1/2 in</li><li>Dimension H:1-5/16 in</li><li>Dimension H:4-1/2 in</li><li>Dimension H:2-1/4 in</li><li>Dimension J Max.:7-1/8 in</li><li>Dimension J Min.:6-7/8 in</li><li>Dimension L:8-7/8 in</li><li>Dimension N:7/8 in</li><li>Dimension N:3/4 in</li><li>Dimension d:3-7/16 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :1.969 in</li><li>UPC Code:053893775456</li><li>Weight:12 lb</li></ul>
5117374</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.2913 in</li><li>B' - Inner Ring Width:4.2913 in</li><li>Bearing Weight:67.00 lb</li><li>C0 - Static Radial Rating:552000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):351000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0956</li><li>D - Outer Diameter:12.2047 in</li><li>Da - Outer Ring Backing Diameter:11.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1300</li><li>Superseded Part:24040CJW33</li><li>UPC Code:087796142718</li><li>Y0 - ISO Factor:2.16</li><li>Y1 - ISO Factor:3.22</li><li>Y2 - ISO Factor:2.12</li><li>d - Bore:7.8740 in</li><li>da - Inner Ring Backing Diameter:8.800 in</li><li>e - ISO Factor:0.31</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117375</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.1496 in</li><li>B' - Inner Ring Width:3.1496 in</li><li>Bearing Weight:39.20 lb</li><li>C0 - Static Radial Rating:236000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):213000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0792</li><li>D - Outer Diameter:9.4488 in</li><li>Da - Outer Ring Backing Diameter:8.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2100</li><li>Reference Thermal Speed Rating (Oil):2500</li><li>Superseded Part:22322CJW33</li><li>UPC Code:087796027145</li><li>Y0 - ISO Factor:2.08</li><li>Y1 - ISO Factor:3.1</li><li>Y2 - ISO Factor:2.04</li><li>d - Bore:4.3307 in</li><li>da - Inner Ring Backing Diameter:5.700 in</li><li>e - ISO Factor:0.32</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117478</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:3/8 in</li><li>Dimension A:1 in</li><li>Dimension A:1/16 in</li><li>Dimension A:2-11/32 in</li><li>Dimension B:2-3/4 in</li><li>Dimension D:2-15/16 in</li><li>Dimension J:2-7/8 in</li><li>Dimension L:3-3/4 in</li><li>Dimension d:2-1/4 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :1-1/4 in</li><li>UPC Code:053893544526</li><li>Weight:4 lb</li></ul>
5117479</li></ul>,<p>specifications</p><ul><li>Dimension A:11/16 in</li><li>Dimension A:2-5/16 in</li><li>Dimension B:3-3/8 in</li><li>Dimension H:3-5/16 in</li><li>Dimension H:4 in</li><li>Dimension H:4-3/4 in</li><li>Dimension L:15/16 in</li><li>Dimension L:3-1/4 in</li><li>Dimension L:3-13/16 in</li><li>Dimension L:6 in</li><li>Dimension N:1-15/16 in</li><li>Dimension N:3/4 in</li><li>Dimension N:1-1/8 in</li><li>Dimension d:3-3/16 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :1-11/16 in</li><li>UPC Code:053893537726</li><li>Weight:10.0 lb</li></ul>
5117480</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:1/2 in</li><li>Dimension A:1-1/16 in</li><li>Dimension A:1/16 in</li><li>Dimension A:2-19/32 in</li><li>Dimension B:3 in</li><li>Dimension D:3-1/2 in</li><li>Dimension J:3-1/2 in</li><li>Dimension L:4-5/8 in</li><li>Dimension d:2-3/4 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :1-3/8 in</li><li>UPC Code:053893549750</li><li>Weight:7.000 lb</li></ul>
5117481</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:1/2 in</li><li>Dimension A:1-1/16 in</li><li>Dimension A:1/16 in</li><li>Dimension A:2-19/32 in</li><li>Dimension B:3 in</li><li>Dimension D:3-1/2 in</li><li>Dimension J:3-1/2 in</li><li>Dimension L:4-5/8 in</li><li>Dimension d:2-3/4 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :1.378 in</li><li>UPC Code:053893549774</li><li>Weight:7.000 lb</li></ul>
5117482</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:7/8 in</li><li>Dimension A:2-7/16 in</li><li>Dimension A:3/8 in</li><li>Dimension A:5-15/16 in</li><li>Dimension B:6-3/4 in</li><li>Dimension D:8-3/4 in</li><li>Dimension J:8-3/4 in</li><li>Dimension L:10-7/8 in</li><li>Dimension d:6-47/64 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :4-7/16 in</li><li>UPC Code:053893549798</li><li>Weight:90.000 lb</li></ul>
5117483</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:7/8 in</li><li>Dimension A:2-7/16 in</li><li>Dimension A:3/8 in</li><li>Dimension A:5-15/16 in</li><li>Dimension B:6-3/4 in</li><li>Dimension D:8-3/4 in</li><li>Dimension J:8-3/4 in</li><li>Dimension L:10-7/8 in</li><li>Dimension d:6-47/64 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :4-1/2 in</li><li>UPC Code:053893549811</li><li>Weight:90.000 lb</li></ul>
5117484</li></ul>,<p>specifications</p><ul><li>Dimension A:11/16 in</li><li>Dimension A:2-7/16 in</li><li>Dimension B:3-1/2 in</li><li>Dimension H:3-5/16 in</li><li>Dimension H:4 in</li><li>Dimension H:4-3/4 in</li><li>Dimension L:15/16 in</li><li>Dimension L:3-3/4 in</li><li>Dimension L:3-5/16 in</li><li>Dimension L:6-5/16 in</li><li>Dimension N:1-15/16 in</li><li>Dimension N:3/4 in</li><li>Dimension N:1-1/8 in</li><li>Dimension d:3-7/16 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :1-3/4 in</li><li>UPC Code:053893537863</li><li>Weight:12 lb</li></ul>
5117485</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:7/8 in</li><li>Dimension A:2-7/16 in</li><li>Dimension A:3/8 in</li><li>Dimension A:5-15/16 in</li><li>Dimension B:6-3/4 in</li><li>Dimension D:8-3/4 in</li><li>Dimension J:8-3/4 in</li><li>Dimension L:10-7/8 in</li><li>Dimension d:6-47/64 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :4.331 in</li><li>UPC Code:053893549828</li><li>Weight:90.000 lb</li></ul>
5117486</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:7/8 in</li><li>Dimension A:2-7/16 in</li><li>Dimension A:3/8 in</li><li>Dimension A:5-15/16 in</li><li>Dimension B:6-3/4 in</li><li>Dimension D:8-3/4 in</li><li>Dimension J:8-3/4 in</li><li>Dimension L:10-7/8 in</li><li>Dimension d:6-47/64 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :4.528 in</li><li>UPC Code:053893549866</li><li>Weight:90.000 lb</li></ul>
5117591</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.8740 in</li><li>B' - Inner Ring Width:2.874 in</li><li>Bearing Weight:28.200 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:205000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):181000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0746</li><li>D - Outer Diameter:8.4646 in</li><li>Da - Outer Ring Backing Diameter:7.600 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2400</li><li>Reference Thermal Speed Rating (Oil):2800</li><li>Superseded Part:22320KCJW33C3</li><li>Y0 - ISO Factor:2.06</li><li>Y1 - ISO Factor:3.07</li><li>Y2 - ISO Factor:2.02</li><li>d - Bore:3.9370 in</li><li>da - Inner Ring Backing Diameter:5.100 in</li><li>e - ISO Factor:0.33</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117592</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.6772 in</li><li>B' - Inner Ring Width:2.6772 in</li><li>Bearing Weight:31.20 lb</li><li>C0 - Static Radial Rating:237000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):194000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0856</li><li>D - Outer Diameter:9.8425 in</li><li>Da - Outer Ring Backing Diameter:9.000 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2200</li><li>Reference Thermal Speed Rating (Oil):2600</li><li>Superseded Part:22228CJW33C3</li><li>UPC Code:087796025547</li><li>Y0 - ISO Factor:2.67</li><li>Y1 - ISO Factor:3.98</li><li>Y2 - ISO Factor:2.61</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.600 in</li><li>e - ISO Factor:0.25</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117593</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.6772 in</li><li>B' - Inner Ring Width:2.6772 in</li><li>Bearing Weight:31.20 lb</li><li>C0 - Static Radial Rating:237000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):194000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0856</li><li>D - Outer Diameter:9.8425 in</li><li>Da - Outer Ring Backing Diameter:9.000 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2200</li><li>Reference Thermal Speed Rating (Oil):2600</li><li>Superseded Part:22228CJW33</li><li>UPC Code:087796025523</li><li>Y0 - ISO Factor:2.67</li><li>Y1 - ISO Factor:3.98</li><li>Y2 - ISO Factor:2.61</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.600 in</li><li>e - ISO Factor:0.25</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117594</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.6772 in</li><li>B' - Inner Ring Width:2.6772 in</li><li>Bearing Weight:31.20 lb</li><li>C0 - Static Radial Rating:237000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):194000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0856</li><li>D - Outer Diameter:9.8425 in</li><li>Da - Outer Ring Backing Diameter:9.000 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2200</li><li>Reference Thermal Speed Rating (Oil):2600</li><li>Superseded Part:22228CJW33C4</li><li>UPC Code:087796025554</li><li>Y0 - ISO Factor:2.67</li><li>Y1 - ISO Factor:3.98</li><li>Y2 - ISO Factor:2.61</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.600 in</li><li>e - ISO Factor:0.25</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117708</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.3307 in</li><li>B' - Inner Ring Width:4.3307 in</li><li>Bearing Weight:80.5 lb</li><li>C0 - Static Radial Rating:494000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):373000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0909</li><li>D - Outer Diameter:12.2044 in</li><li>Da - Outer Ring Backing Diameter:11.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1200</li><li>Superseded Part:23234YMW33W800</li><li>UPC Code:087796315303</li><li>Y0 - ISO Factor:2.08</li><li>Y1 - ISO Factor:3.09</li><li>Y2 - ISO Factor:2.03</li><li>d - Bore:6.6929 in</li><li>da - Inner Ring Backing Diameter:8.000 in</li><li>e - ISO Factor:0.33</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5117709</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.3307 in</li><li>B' - Inner Ring Width:4.3307 in</li><li>Bearing Weight:80.5 lb</li><li>C0 - Static Radial Rating:494000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):373000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0909</li><li>D - Outer Diameter:12.2044 in</li><li>Da - Outer Ring Backing Diameter:11.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1200</li><li>Superseded Part:23234YMW33W800C4</li><li>UPC Code:087796291898</li><li>Y0 - ISO Factor:2.08</li><li>Y1 - ISO Factor:3.09</li><li>Y2 - ISO Factor:2.03</li><li>d - Bore:6.6929 in</li><li>da - Inner Ring Backing Diameter:8.000 in</li><li>e - ISO Factor:0.33</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5117710</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.1496 in</li><li>B' - Inner Ring Width:3.1496 in</li><li>Bearing Weight:39.20 lb</li><li>C0 - Static Radial Rating:236000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):213000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0792</li><li>D - Outer Diameter:9.4488 in</li><li>Da - Outer Ring Backing Diameter:8.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2100</li><li>Reference Thermal Speed Rating (Oil):2500</li><li>Superseded Part:22322CJW33W5C6</li><li>UPC Code:087796299771</li><li>Y0 - ISO Factor:2.08</li><li>Y1 - ISO Factor:3.1</li><li>Y2 - ISO Factor:2.04</li><li>d - Bore:4.3307 in</li><li>da - Inner Ring Backing Diameter:5.700 in</li><li>e - ISO Factor:0.32</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117711</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.7795 in</li><li>B' - Inner Ring Width:3.7795 in</li><li>Bearing Weight:52.40 lb</li><li>C0 - Static Radial Rating:372000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):286000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0901</li><li>D - Outer Diameter:10.6299 in</li><li>Da - Outer Ring Backing Diameter:9.700 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):1400</li><li>Reference Thermal Speed Rating (Oil):1500</li><li>Superseded Part:23230YMW33W25</li><li>UPC Code:087796298798</li><li>Y0 - ISO Factor:2.08</li><li>Y1 - ISO Factor:3.1</li><li>Y2 - ISO Factor:2.04</li><li>d - Bore:5.9055 in</li><li>da - Inner Ring Backing Diameter:7.000 in</li><li>e - ISO Factor:0.32</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
