ID</li></ul>,ADDITIONAL_DESCRIPTION</li></ul>
5117356</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.5197 in</li><li>B' - Inner Ring Width:2.5197 in</li><li>Bearing Weight:24.900 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:212000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):170000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0819</li><li>D - Outer Diameter:9.0551 in</li><li>Da - Outer Ring Backing Diameter:8.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2400</li><li>Reference Thermal Speed Rating (Oil):2900</li><li>Superseded Part:22226KCJW33C2</li><li>UPC Code:087796025486</li><li>Y0 - ISO Factor:2.62</li><li>Y1 - ISO Factor:3.9</li><li>Y2 - ISO Factor:2.56</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:6.100 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117357</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.5197 in</li><li>B' - Inner Ring Width:2.5197 in</li><li>Bearing Weight:24.900 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:212000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):170000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0819</li><li>D - Outer Diameter:9.0551 in</li><li>Da - Outer Ring Backing Diameter:8.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2400</li><li>Reference Thermal Speed Rating (Oil):2900</li><li>Superseded Part:22226KCJW33C3</li><li>UPC Code:087796025493</li><li>Y0 - ISO Factor:2.62</li><li>Y1 - ISO Factor:3.9</li><li>Y2 - ISO Factor:2.56</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:6.100 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117358</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.5197 in</li><li>B' - Inner Ring Width:2.5197 in</li><li>Bearing Weight:24.900 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:212000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):170000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0819</li><li>D - Outer Diameter:9.0551 in</li><li>Da - Outer Ring Backing Diameter:8.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2400</li><li>Reference Thermal Speed Rating (Oil):2900</li><li>Superseded Part:22226KCJW33C4</li><li>UPC Code:087796025509</li><li>Y0 - ISO Factor:2.62</li><li>Y1 - ISO Factor:3.9</li><li>Y2 - ISO Factor:2.56</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:6.100 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117359</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3465 in</li><li>B' - Inner Ring Width:3.3465 in</li><li>Bearing Weight:27.900 lb</li><li>C0 - Static Radial Rating:289000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):201000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0821</li><li>D - Outer Diameter:8.8583 in</li><li>Da - Outer Ring Backing Diameter:8.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1300</li><li>Reference Thermal Speed Rating (Oil):1500</li><li>Superseded Part:24128CJW33</li><li>UPC Code:087796143043</li><li>Y0 - ISO Factor:2.01</li><li>Y1 - ISO Factor:2.99</li><li>Y2 - ISO Factor:1.96</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.200 in</li><li>e - ISO Factor:0.34</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117464</li></ul>,<p>specifications</p><ul><li>Dimension A:1-13/16 in</li><li>Dimension A:3 in</li><li>Dimension B:4-1/2 in</li><li>Dimension H:4-15/16 in</li><li>Dimension H:5-15/16 in</li><li>Dimension H:6-3/4 in</li><li>Dimension L:1-1/8 in</li><li>Dimension L:4-3/4 in</li><li>Dimension L:5-7/8 in</li><li>Dimension L:9-3/16 in</li><li>Dimension N:1-1/2 in</li><li>Dimension N:2-3/4 in</li><li>Dimension N:1-11/16 in</li><li>Dimension d:4-23/32 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :2-11/16 in</li><li>UPC Code:053893552187</li><li>Weight:30 lb</li></ul>
5117465</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.6772 in</li><li>B' - Inner Ring Width:2.6772 in</li><li>Bearing Weight:31.20 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:237000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):194000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0856</li><li>D - Outer Diameter:9.8425 in</li><li>Da - Outer Ring Backing Diameter:9.000 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2200</li><li>Reference Thermal Speed Rating (Oil):2600</li><li>Superseded Part:22228KCJW33</li><li>UPC Code:087796025561</li><li>Y0 - ISO Factor:2.67</li><li>Y1 - ISO Factor:3.98</li><li>Y2 - ISO Factor:2.61</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.600 in</li><li>e - ISO Factor:0.25</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117466</li></ul>,<p>specifications</p><ul><li>Dimension A:1-1/16 in</li><li>Dimension A:2-3/4 in</li><li>Dimension B:4 in</li><li>Dimension H:4-15/16 in</li><li>Dimension H:5-1/8 in</li><li>Dimension H:6 in</li><li>Dimension L:1-1/16 in</li><li>Dimension L:4-1/2 in</li><li>Dimension L:5-1/16 in</li><li>Dimension L:7-13/16 in</li><li>Dimension N:1-1/4 in</li><li>Dimension N:2-1/2 in</li><li>Dimension N:1-3/8 in</li><li>Dimension d:4-1/16 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :2.559 in</li><li>UPC Code:053893549262</li><li>Weight:21 lb</li></ul>
5117467</li></ul>,<p>specifications</p><ul><li>Dimension A:1-1/16 in</li><li>Dimension A:2-3/4 in</li><li>Dimension B:4 in</li><li>Dimension H:4-15/16 in</li><li>Dimension H:5-1/8 in</li><li>Dimension H:6 in</li><li>Dimension L:1-1/16 in</li><li>Dimension L:4-1/2 in</li><li>Dimension L:5-1/16 in</li><li>Dimension L:7-13/16 in</li><li>Dimension N:1-1/4 in</li><li>Dimension N:2-1/2 in</li><li>Dimension N:1-3/8 in</li><li>Dimension d:4-1/16 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :2.362 in</li><li>UPC Code:053893549149</li><li>Weight:21 lb</li></ul>
5117468</li></ul>,<p>specifications</p><ul><li>Dimension A:1-1/16 in</li><li>Dimension A:2-3/4 in</li><li>Dimension B:4 in</li><li>Dimension H:4-15/16 in</li><li>Dimension H:5-1/8 in</li><li>Dimension H:6 in</li><li>Dimension L:1-1/16 in</li><li>Dimension L:4-1/2 in</li><li>Dimension L:5-1/16 in</li><li>Dimension L:7-13/16 in</li><li>Dimension N:1-1/4 in</li><li>Dimension N:2-1/2 in</li><li>Dimension N:1-3/8 in</li><li>Dimension d:4-1/16 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :2-1/2 in</li><li>UPC Code:053893548814</li><li>Weight:21 lb</li></ul>
5117469</li></ul>,<p>specifications</p><ul><li>Dimension A:1-1/16 in</li><li>Dimension A:2-3/4 in</li><li>Dimension B:4 in</li><li>Dimension H:4-15/16 in</li><li>Dimension H:5-1/8 in</li><li>Dimension H:6 in</li><li>Dimension L:1-1/16 in</li><li>Dimension L:4-1/2 in</li><li>Dimension L:5-1/16 in</li><li>Dimension L:7-13/16 in</li><li>Dimension N:1-1/4 in</li><li>Dimension N:2-1/2 in</li><li>Dimension N:1-3/8 in</li><li>Dimension d:4-1/16 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :2-7/16 in</li><li>UPC Code:053893551180</li><li>Weight:21 lb</li></ul>
5117579</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.1496 in</li><li>B' - Inner Ring Width:3.1496 in</li><li>Bearing Weight:27.50 lb</li><li>Bore Taper:1/30</li><li>C0 - Static Radial Rating:317000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):206000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0885</li><li>D - Outer Diameter:9.4488 in</li><li>Da - Outer Ring Backing Diameter:8.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1800</li><li>Superseded Part:24032KCJW33C3</li><li>UPC Code:087796225862</li><li>Y0 - ISO Factor:2.32</li><li>Y1 - ISO Factor:3.45</li><li>Y2 - ISO Factor:2.27</li><li>d - Bore:6.2992 in</li><li>da - Inner Ring Backing Diameter:6.900 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117580</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.1496 in</li><li>B' - Inner Ring Width:3.1496 in</li><li>Bearing Weight:27.50 lb</li><li>Bore Taper:1/30</li><li>C0 - Static Radial Rating:317000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):206000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0885</li><li>D - Outer Diameter:9.4488 in</li><li>Da - Outer Ring Backing Diameter:8.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1800</li><li>Superseded Part:24032KCJW33</li><li>UPC Code:087796161375</li><li>Y0 - ISO Factor:2.32</li><li>Y1 - ISO Factor:3.45</li><li>Y2 - ISO Factor:2.27</li><li>d - Bore:6.2992 in</li><li>da - Inner Ring Backing Diameter:6.900 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117581</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.1496 in</li><li>B' - Inner Ring Width:3.1496 in</li><li>Bearing Weight:23.10 lb</li><li>C0 - Static Radial Rating:255000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):179000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0786</li><li>D - Outer Diameter:8.2677 in</li><li>Da - Outer Ring Backing Diameter:7.600 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1600</li><li>Superseded Part:24126CJW841</li><li>UPC Code:087796143036</li><li>Y0 - ISO Factor:1.99</li><li>Y1 - ISO Factor:2.96</li><li>Y2 - ISO Factor:1.94</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:5.700 in</li><li>e - ISO Factor:0.34</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117582</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.9134 in</li><li>B' - Inner Ring Width:2.9134 in</li><li>Bearing Weight:37.000 lb</li><li>C0 - Static Radial Rating:332000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):229000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0971</li><li>D - Outer Diameter:11.0236 in</li><li>Da - Outer Ring Backing Diameter:10.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1700</li><li>Reference Thermal Speed Rating (Oil):2000</li><li>Superseded Part:23036CJW33C3</li><li>UPC Code:087796300446</li><li>Y0 - ISO Factor:2.91</li><li>Y1 - ISO Factor:4.34</li><li>Y2 - ISO Factor:2.85</li><li>d - Bore:7.0866 in</li><li>da - Inner Ring Backing Diameter:8.000 in</li><li>e - ISO Factor:0.23</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117696</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3858 in</li><li>B' - Inner Ring Width:3.3858 in</li><li>Bearing Weight:64.000 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:382000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):301000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0937</li><li>D - Outer Diameter:12.5984 in</li><li>Da - Outer Ring Backing Diameter:11.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1600</li><li>Reference Thermal Speed Rating (Oil):1900</li><li>Superseded Part:22236KCJW33</li><li>UPC Code:087796025868</li><li>Y0 - ISO Factor:2.72</li><li>Y1 - ISO Factor:4.05</li><li>Y2 - ISO Factor:2.66</li><li>d - Bore:7.0866 in</li><li>da - Inner Ring Backing Diameter:8.500 in</li><li>e - ISO Factor:0.25</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5117698</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.6457 in</li><li>B' - Inner Ring Width:4.6457 in</li><li>Bearing Weight:91.700 lb</li><li>C0 - Static Radial Rating:429000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):352000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.0909</li><li>D - Outer Diameter:11.8107 in</li><li>Da - Outer Ring Backing Diameter:10.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1200</li><li>Superseded Part:23328YMBW33W47W22C4</li><li>UPC Code:087796304130</li><li>Y0 - ISO Factor:1.65</li><li>Y1 - ISO Factor:2.45</li><li>Y2 - ISO Factor:1.61</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.900 in</li><li>e - ISO Factor:0.41</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5117700</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.5197 in</li><li>B' - Inner Ring Width:2.5197 in</li><li>Bearing Weight:24.900 lb</li><li>C0 - Static Radial Rating:212000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):170000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0819</li><li>D - Outer Diameter:9.0551 in</li><li>Da - Outer Ring Backing Diameter:8.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2400</li><li>Reference Thermal Speed Rating (Oil):2900</li><li>Superseded Part:22226CJW33C2</li><li>UPC Code:087796025431</li><li>Y0 - ISO Factor:2.62</li><li>Y1 - ISO Factor:3.9</li><li>Y2 - ISO Factor:2.56</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:6.100 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117701</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.5197 in</li><li>B' - Inner Ring Width:2.5197 in</li><li>Bearing Weight:24.900 lb</li><li>C0 - Static Radial Rating:212000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):170000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0819</li><li>D - Outer Diameter:9.0551 in</li><li>Da - Outer Ring Backing Diameter:8.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2400</li><li>Reference Thermal Speed Rating (Oil):2900</li><li>Superseded Part:22226CJW33C4</li><li>UPC Code:087796025455</li><li>Y0 - ISO Factor:2.62</li><li>Y1 - ISO Factor:3.9</li><li>Y2 - ISO Factor:2.56</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:6.100 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5117360</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3465 in</li><li>B' - Inner Ring Width:3.3465 in</li><li>Bearing Weight:27.900 lb</li><li>C0 - Static Radial Rating:289000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):201000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0821</li><li>D - Outer Diameter:8.8583 in</li><li>Da - Outer Ring Backing Diameter:8.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1300</li><li>Reference Thermal Speed Rating (Oil):1500</li><li>Superseded Part:24128CJW33C3</li><li>UPC Code:087796077027</li><li>Y0 - ISO Factor:2.01</li><li>Y1 - ISO Factor:2.99</li><li>Y2 - ISO Factor:1.96</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.200 in</li><li>e - ISO Factor:0.34</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117361</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3465 in</li><li>B' - Inner Ring Width:3.3465 in</li><li>Bearing Weight:27.900 lb</li><li>C0 - Static Radial Rating:289000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):201000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0821</li><li>D - Outer Diameter:8.8583 in</li><li>Da - Outer Ring Backing Diameter:8.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1300</li><li>Reference Thermal Speed Rating (Oil):1500</li><li>Superseded Part:24128CJW33C4</li><li>UPC Code:087796243965</li><li>Y0 - ISO Factor:2.01</li><li>Y1 - ISO Factor:2.99</li><li>Y2 - ISO Factor:1.96</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.200 in</li><li>e - ISO Factor:0.34</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117362</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.7165 in</li><li>B' - Inner Ring Width:2.7165 in</li><li>Bearing Weight:18.000 lb</li><li>C0 - Static Radial Rating:238000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):158000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0813</li><li>D - Outer Diameter:8.2677 in</li><li>Da - Outer Ring Backing Diameter:7.700 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1800</li><li>Reference Thermal Speed Rating (Oil):2100</li><li>Superseded Part:24028CJW33C4</li><li>UPC Code:087796195790</li><li>Y0 - ISO Factor:2.36</li><li>Y1 - ISO Factor:3.51</li><li>Y2 - ISO Factor:2.31</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:6.100 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5117365</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:3/4 in</li><li>Dimension A:4-1/2 in</li><li>Dimension B:5 in</li><li>Dimension H:2-1/4 in</li><li>Dimension H:7-1/2 in</li><li>Dimension H:3-3/4 in</li><li>Dimension J Max.:11-1/4 in</li><li>Dimension J Min.:10-3/4 in</li><li>Dimension L:13-1/2 in</li><li>Dimension N:1-3/16 in</li><li>Dimension N:2-3/8 in</li><li>Dimension N:15/16 in</li><li>Dimension d:5-17/32 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :3.346 in</li><li>UPC Code:053893775593</li><li>Weight:46.0 lb</li></ul>
5117366</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:3/4 in</li><li>Dimension A:4-1/2 in</li><li>Dimension B:5 in</li><li>Dimension H:2-1/4 in</li><li>Dimension H:7-1/2 in</li><li>Dimension H:3-3/4 in</li><li>Dimension J Max.:11-1/4 in</li><li>Dimension J Min.:10-3/4 in</li><li>Dimension L:13-1/2 in</li><li>Dimension N:1-3/16 in</li><li>Dimension N:2-3/8 in</li><li>Dimension N:15/16 in</li><li>Dimension d:5-17/32 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :3.543 in</li><li>UPC Code:053893775609</li><li>Weight:45 lb</li></ul>
5117470</li></ul>,<p>specifications</p><ul><li>Dimension A:13/16 in</li><li>Dimension A:2-9/16 in</li><li>Dimension B:3-3/4 in</li><li>Dimension H:3-7/8 in</li><li>Dimension H:4-1/2 in</li><li>Dimension H:5-1/4 in</li><li>Dimension L:1 in</li><li>Dimension L:3-3/4 in</li><li>Dimension L:4-5/8 in</li><li>Dimension L:7-1/8 in</li><li>Dimension N:1-1/4 in</li><li>Dimension N:2-1/4 in</li><li>Dimension N:1-1/4 in</li><li>Dimension d:3-3/4 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :2.165 in</li><li>UPC Code:053893550503</li><li>Weight:16 lb</li></ul>
5117471</li></ul>,<p>specifications</p><ul><li>Dimension A:13/16 in</li><li>Dimension A:2-9/16 in</li><li>Dimension B:3-3/4 in</li><li>Dimension H:3-7/8 in</li><li>Dimension H:4-1/2 in</li><li>Dimension H:5-1/4 in</li><li>Dimension L:1 in</li><li>Dimension L:3-3/4 in</li><li>Dimension L:4-5/8 in</li><li>Dimension L:7-1/8 in</li><li>Dimension N:1-1/4 in</li><li>Dimension N:2-1/4 in</li><li>Dimension N:1-1/4 in</li><li>Dimension d:3-3/4 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :2-3/16 in</li><li>UPC Code:053893550480</li><li>Weight:16 lb</li></ul>
5117472</li></ul>,<p>specifications</p><ul><li>Dimension A:11/16 in</li><li>Dimension A:2-7/16 in</li><li>Dimension B:3-1/2 in</li><li>Dimension H:3-5/16 in</li><li>Dimension H:4 in</li><li>Dimension H:4-3/4 in</li><li>Dimension L:15/16 in</li><li>Dimension L:3-3/4 in</li><li>Dimension L:3-5/16 in</li><li>Dimension L:6-5/16 in</li><li>Dimension N:1-15/16 in</li><li>Dimension N:3/4 in</li><li>Dimension N:1-1/8 in</li><li>Dimension d:3-7/16 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :1.969 in</li><li>UPC Code:053893550398</li><li>Weight:12 lb</li></ul>
5117473</li></ul>,<p>specifications</p><ul><li>Dimension A:11/16 in</li><li>Dimension A:2-7/16 in</li><li>Dimension B:3-1/2 in</li><li>Dimension H:3-5/16 in</li><li>Dimension H:4 in</li><li>Dimension H:4-3/4 in</li><li>Dimension L:15/16 in</li><li>Dimension L:3-3/4 in</li><li>Dimension L:3-5/16 in</li><li>Dimension L:6-5/16 in</li><li>Dimension N:1-15/16 in</li><li>Dimension N:3/4 in</li><li>Dimension N:1-1/8 in</li><li>Dimension d:3-7/16 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :1.772 in</li><li>UPC Code:053893550374</li><li>Weight:12 lb</li></ul>
5117474</li></ul>,<p>specifications</p><ul><li>Dimension A:11/16 in</li><li>Dimension A:2-7/16 in</li><li>Dimension B:3-1/2 in</li><li>Dimension H:3-5/16 in</li><li>Dimension H:4 in</li><li>Dimension H:4-3/4 in</li><li>Dimension L:15/16 in</li><li>Dimension L:3-3/4 in</li><li>Dimension L:3-5/16 in</li><li>Dimension L:6-5/16 in</li><li>Dimension N:1-15/16 in</li><li>Dimension N:3/4 in</li><li>Dimension N:1-1/8 in</li><li>Dimension d:3-7/16 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :2 in</li><li>UPC Code:053893550329</li><li>Weight:12 lb</li></ul>
5117475</li></ul>,<p>specifications</p><ul><li>Dimension A:11/16 in</li><li>Dimension A:2-7/16 in</li><li>Dimension B:3-1/2 in</li><li>Dimension H:3-5/16 in</li><li>Dimension H:4 in</li><li>Dimension H:4-3/4 in</li><li>Dimension L:15/16 in</li><li>Dimension L:3-3/4 in</li><li>Dimension L:3-5/16 in</li><li>Dimension L:6-5/16 in</li><li>Dimension N:1-15/16 in</li><li>Dimension N:3/4 in</li><li>Dimension N:1-1/8 in</li><li>Dimension d:3-7/16 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :1-7/8 in</li><li>UPC Code:053893537894</li><li>Weight:12 lb</li></ul>
5117476</li></ul>,<p>specifications</p><ul><li>Dimension A:11/16 in</li><li>Dimension A:2-5/16 in</li><li>Dimension B:3-3/8 in</li><li>Dimension H:3-5/16 in</li><li>Dimension H:4 in</li><li>Dimension H:4-3/4 in</li><li>Dimension L:15/16 in</li><li>Dimension L:3-1/4 in</li><li>Dimension L:3-13/16 in</li><li>Dimension L:6 in</li><li>Dimension N:1-15/16 in</li><li>Dimension N:3/4 in</li><li>Dimension N:1-1/8 in</li><li>Dimension d:3-3/16 in</li><li>Shaft Size Type:Metric</li><li>Shaft Size :1.575 in</li><li>UPC Code:053893537757</li><li>Weight:10.0 lb</li></ul>
5117477</li></ul>,<p>specifications</p><ul><li>Bolt Diameter:3/8 in</li><li>Dimension A:1 in</li><li>Dimension A:1/16 in</li><li>Dimension A:2-11/32 in</li><li>Dimension B:2-3/4 in</li><li>Dimension D:2-15/16 in</li><li>Dimension J:2-7/8 in</li><li>Dimension L:3-3/4 in</li><li>Dimension d:2-1/4 in</li><li>Shaft Size Type:Imperial</li><li>Shaft Size :1-3/16 in</li><li>UPC Code:053893544489</li><li>Weight:4 lb</li></ul>
