ID,ATTRIBUTES
485643,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485644,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485645,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485646,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485647,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485648,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485649,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485650,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485651,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485652,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485653,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
